Proxy Set Observation (nonatomic) - Removing Objects,2,15000,15000,6054
Proxy Array Observation (nonatomic) - Adding Objects,3,150000,150000,634
Proxy Array Observation (nonatomic) - Removing Objects,3,150000,150000,630
Proxy Array Observation (nonatomic) - Adding Objects,1,150000,150000,637
Proxy Array Observation (nonatomic) - Removing Objects,1,150000,150000,317
Proxy Array Observation (nonatomic) - Adding Objects,2,150000,150000,305
Proxy Array Observation (nonatomic) - Removing Objects,2,150000,150000,614
KVC Mediated Array Observation (nonatomic) - Adding Objects,3,150000,150000,797
KVC Mediated Array Observation (nonatomic) - Removing Objects,3,150000,150000,802
KVC Mediated Array Observation (nonatomic) - Adding Objects,1,150000,150000,792
KVC Mediated Array Observation (nonatomic) - Removing Objects,1,150000,150000,284
KVC Mediated Array Observation (nonatomic) - Adding Objects,2,150000,150000,267
KVC Mediated Array Observation (nonatomic) - Removing Objects,2,150000,150000,798
Proxy Set Observation (nonatomic) - Adding Objects,3,15000,15000,6898
Proxy Set Observation (nonatomic) - Removing Objects,3,15000,15000,14033
Proxy Set Observation (nonatomic) - Adding Objects,1,15000,15000,6872
Proxy Set Observation (nonatomic) - Removing Objects,1,15000,15000,7680
Proxy Set Observation (nonatomic) - Adding Objects,2,15000,15000,57
Proxy Set Observation (nonatomic) - Removing Objects,2,15000,15000,6022
Proxy Array Observation (nonatomic) - Adding Objects,3,150000,150000,628
Proxy Array Observation (nonatomic) - Removing Objects,3,150000,150000,622
Proxy Array Observation (nonatomic) - Adding Objects,1,150000,150000,630
Proxy Array Observation (nonatomic) - Removing Objects,1,150000,150000,315
Proxy Array Observation (nonatomic) - Adding Objects,2,150000,150000,303
Proxy Array Observation (nonatomic) - Removing Objects,2,150000,150000,613
KVC Mediated Array Observation (nonatomic) - Adding Objects,3,150000,150000,795
KVC Mediated Array Observation (nonatomic) - Removing Objects,3,150000,150000,799
KVC Mediated Array Observation (nonatomic) - Adding Objects,1,150000,150000,796
KVC Mediated Array Observation (nonatomic) - Removing Objects,1,150000,150000,281
KVC Mediated Array Observation (nonatomic) - Adding Objects,2,150000,150000,268
KVC Mediated Array Observation (nonatomic) - Removing Objects,2,150000,150000,778
Proxy Set Observation (nonatomic) - Adding Objects,3,15000,15000,6813
Proxy Set Observation (nonatomic) - Removing Objects,3,15000,15000,14221
Proxy Set Observation (nonatomic) - Adding Objects,1,15000,15000,6851
Proxy Set Observation (nonatomic) - Removing Objects,1,15000,15000,7502
Proxy Set Observation (nonatomic) - Adding Objects,2,15000,15000,58
Proxy Set Observation (nonatomic) - Removing Objects,2,15000,15000,6118
Proxy Array Observation (nonatomic) - Adding Objects,3,150000,150000,635
Proxy Array Observation (nonatomic) - Removing Objects,3,150000,150000,627
Proxy Array Observation (nonatomic) - Adding Objects,1,150000,150000,631
Proxy Array Observation (nonatomic) - Removing Objects,1,150000,150000,317
Proxy Array Observation (nonatomic) - Adding Objects,2,150000,150000,303
Proxy Array Observation (nonatomic) - Removing Objects,2,150000,150000,606
KVC Mediated Array Observation (nonatomic) - Adding Objects,3,150000,150000,803
KVC Mediated Array Observation (nonatomic) - Removing Objects,3,150000,150000,803
KVC Mediated Array Observation (nonatomic) - Adding Objects,1,150000,150000,794
KVC Mediated Array Observation (nonatomic) - Removing Objects,1,150000,150000,282
KVC Mediated Array Observation (nonatomic) - Adding Objects,2,150000,150000,266
KVC Mediated Array Observation (nonatomic) - Removing Objects,2,150000,150000,792
Proxy Set Observation (nonatomic) - Adding Objects,3,15000,15000,6816
Proxy Set Observation (nonatomic) - Removing Objects,3,15000,15000,14369
Proxy Set Observation (nonatomic) - Adding Objects,1,15000,15000,6854
Proxy Set Observation (nonatomic) - Removing Objects,1,15000,15000,7797
Proxy Set Observation (nonatomic) - Adding Objects,2,15000,15000,58
Proxy Set Observation (nonatomic) - Removing Objects,2,15000,15000,6151
Proxy Array Observation (nonatomic) - Adding Objects,3,150000,150000,634
Proxy Array Observation (nonatomic) - Removing Objects,3,150000,150000,623
Proxy Array Observation (nonatomic) - Adding Objects,1,150000,150000,636
Proxy Array Observation (nonatomic) - Removing Objects,1,150000,150000,314
Proxy Array Observation (nonatomic) - Adding Objects,2,150000,150000,304
Proxy Array Observation (nonatomic) - Removing Objects,2,150000,150000,615
KVC Mediated Array Observation (nonatomic) - Adding Objects,3,150000,150000,818
KVC Mediated Array Observation (nonatomic) - Removing Objects,3,150000,150000,838
KVC Mediated Array Observation (nonatomic) - Adding Objects,1,150000,150000,799
KVC Mediated Array Observation (nonatomic) - Removing Objects,1,150000,150000,283
KVC Mediated Array Observation (nonatomic) - Adding Objects,2,150000,150000,272
KVC Mediated Array Observation (nonatomic) - Removing Objects,2,150000,150000,791
Proxy Set Observation (nonatomic) - Adding Objects,3,15000,15000,7283
Proxy Set Observation (nonatomic) - Removing Objects,3,15000,15000,15194
Proxy Set Observation (nonatomic) - Adding Objects,1,15000,15000,6868
Proxy Set Observation (nonatomic) - Removing Objects,1,15000,15000,7700
Proxy Set Observation (nonatomic) - Adding Objects,2,15000,15000,57
Proxy Set Observation (nonatomic) - Removing Objects,2,15000,15000,6030
